ImageName,Embedding
1_182_u_1,"[[ 0.24907273  0.05256614  0.07331196 ... -0.05356792 -0.3103249
  -0.3905399 ]
 [ 0.20688449  0.13441022  0.02752548 ...  0.00403806 -0.32625574
  -0.37585384]
 [ 0.16905853  0.00995871 -0.02236464 ... -0.00165076 -0.18145622
  -0.26331002]
 ...
 [ 0.14218399  0.16764143 -0.01068378 ...  0.06226384 -0.28847888
  -0.28142816]
 [ 0.26793614  0.03588165 -0.00478483 ... -0.02635664 -0.3383766
  -0.44391128]
 [ 0.22840685  0.0950271   0.02556556 ... -0.03269794 -0.2830314
  -0.38007745]]"
1_182_u_2,"[[ 2.9473078e-01  1.3975857e-01  1.0433512e-01 ...  3.7233163e-02
  -2.7448860e-01 -3.4660694e-01]
 [ 2.2758342e-01  1.2319723e-01  2.8040662e-02 ... -1.3099417e-02
  -3.2282442e-01 -4.0125147e-01]
 [ 1.6545364e-01  5.4594129e-05  1.8853074e-02 ... -1.7076991e-02
  -2.2419618e-01 -2.8309995e-01]
 ...
 [ 1.3456313e-01  1.9837789e-01 -2.8969899e-02 ...  9.0939045e-02
  -2.6078114e-01 -2.5640726e-01]
 [ 2.5668773e-01  3.9740022e-02 -3.1639446e-02 ... -1.9523654e-02
  -3.1559488e-01 -4.1994521e-01]
 [ 2.3360847e-01  1.6983794e-01  5.1123220e-02 ...  6.0849596e-02
  -2.8525484e-01 -3.3949167e-01]]"
1_1931_u_1,"[[ 0.03427453  0.25544402 -0.19783819 ...  0.25626412 -0.23472312
  -0.20595802]
 [ 0.00134547  0.23983875 -0.28519177 ...  0.30547318 -0.16459857
  -0.17493507]
 [-0.00039271  0.23117405 -0.17420131 ...  0.27034456 -0.20332469
  -0.13401765]
 ...
 [ 0.01455346  0.13866068 -0.09130556 ...  0.24272326 -0.16559029
   0.01212473]
 [ 0.00684923  0.12138009 -0.09824821 ...  0.25323752 -0.13363415
   0.00931166]
 [-0.028954    0.16099803 -0.14195615 ...  0.2926977  -0.13001531
  -0.04479059]]"
1_1931_u_2,"[[ 0.03150981  0.14421187 -0.20107326 ...  0.19557306 -0.02355761
  -0.16655321]
 [ 0.01168437  0.15090445 -0.1803385  ...  0.20854393 -0.01110793
  -0.16315112]
 [-0.02245836  0.20930234 -0.23004434 ...  0.26306322 -0.0979156
  -0.14112481]
 ...
 [-0.05170929  0.2213303  -0.22691366 ...  0.29979345 -0.1204433
  -0.13036364]
 [-0.04813924  0.16884159 -0.16183883 ...  0.25498405 -0.05605989
  -0.12826678]
 [-0.03876362  0.20187177 -0.21497732 ...  0.29441756 -0.12613384
  -0.11350992]]"
1_1973_u_1,"[[ 0.04418274  0.08921154 -0.21482462 ...  0.14412132 -0.08577882
  -0.17184658]
 [-0.03622121  0.168434   -0.20500281 ...  0.22630687 -0.07785805
  -0.14958996]
 [ 0.01154251  0.15305787 -0.24550477 ...  0.22321287 -0.15687445
  -0.15711987]
 ...
 [ 0.09376179  0.16171716 -0.26072174 ...  0.1684803  -0.19956371
  -0.19181782]
 [ 0.12826839  0.151704   -0.28055942 ...  0.15865418 -0.18702489
  -0.2137182 ]
 [ 0.10877068  0.13860142 -0.27517807 ...  0.16840827 -0.14457512
  -0.18801771]]"
1_1973_u_2,"[[ 0.0628049   0.11640924 -0.24624568 ...  0.16451393 -0.06004518
  -0.2068144 ]
 [ 0.00041755  0.17081185 -0.24638927 ...  0.21826793 -0.0844359
  -0.1850204 ]
 [ 0.0154399   0.15405701 -0.22635095 ...  0.23138152 -0.06251344
  -0.16031402]
 ...
 [ 0.0837152   0.13577051 -0.2426507  ...  0.16372128 -0.13264722
  -0.18092845]
 [ 0.11213475  0.1179476  -0.23873694 ...  0.13730334 -0.14758861
  -0.1757076 ]
 [ 0.0805269   0.1645677  -0.2804663  ...  0.18837853 -0.15019313
  -0.18626301]]"
1_1973_u_3,"[[ 0.08538928  0.09496036 -0.14395478 ...  0.1255483   0.01719637
  -0.12824365]
 [ 0.01635643  0.14656407 -0.18720502 ...  0.19156492 -0.03654725
  -0.15210047]
 [ 0.05344582  0.11793426 -0.18953803 ...  0.1776977  -0.01119828
  -0.14922497]
 ...
 [-0.01157544  0.07010193 -0.1067173  ...  0.13578197 -0.03574531
  -0.14569812]
 [ 0.04000048  0.09054412 -0.15800709 ...  0.13831204 -0.01899577
  -0.16300938]
 [ 0.00624182  0.05827833 -0.11476057 ...  0.12607458 -0.04164843
  -0.12872991]]"
1_1987_u_1,"[[ 0.02484811  0.25973538 -0.12769425 ...  0.27384073 -0.22767514
  -0.16601522]
 [-0.04284224  0.25299373 -0.19081596 ...  0.28674763 -0.17946282
  -0.14817084]
 [-0.05497647  0.23418762 -0.19061735 ...  0.2862374  -0.14702359
  -0.14228372]
 ...
 [-0.05445633  0.29602706 -0.21835059 ...  0.30977815 -0.1844885
  -0.13039428]
 [-0.06582996  0.26981083 -0.22246838 ...  0.3234258  -0.16615003
  -0.1373933 ]
 [ 0.14577182  0.36326674 -0.0898005  ...  0.2781685  -0.25040388
  -0.1608879 ]]"
1_1987_u_2,"[[ 0.04353231  0.09460801 -0.08013607 ...  0.16521983 -0.18284036
  -0.18556646]
 [ 0.00324194  0.21201937 -0.15367427 ...  0.23216757 -0.16171172
  -0.15216586]
 [-0.01446029  0.1933557  -0.11668717 ...  0.2542467  -0.16761295
  -0.1289122 ]
 ...
 [-0.03012725  0.26274705 -0.19913343 ...  0.2922395  -0.16282013
  -0.14179236]
 [-0.05152667  0.2298315  -0.20877373 ...  0.29820374 -0.12316883
  -0.14753368]
 [-0.00215098  0.26469812 -0.15931803 ...  0.25933713 -0.15593421
  -0.12934476]]"
1_1987_u_3,"[[ 1.42574728e-01  1.65600300e-01  1.06252730e-04 ...  1.64997295e-01
  -2.16873407e-01 -1.81741357e-01]
 [ 3.83045562e-02  2.37429634e-01 -1.10616304e-01 ...  2.32512802e-01
  -1.53513938e-01 -1.29396826e-01]
 [ 1.01894923e-01  2.43120700e-01 -3.40364240e-02 ...  2.49458164e-01
  -1.96035504e-01 -1.25847191e-01]
 ...
 [ 4.17662971e-02  3.13439876e-01 -1.34784400e-01 ...  2.65207350e-01
  -1.84858352e-01 -1.30749881e-01]
 [-3.87690850e-02  2.61546105e-01 -1.92021579e-01 ...  2.94423670e-01
  -1.72415704e-01 -1.39692664e-01]
 [ 1.00069478e-01  3.25443566e-01 -9.37720388e-02 ...  2.61920393e-01
  -1.92586809e-01 -1.29010528e-01]]"
1_2075_u_1,"[[ 0.06452398 -0.18050651  0.0483834  ...  0.11402351  0.00466933
  -0.11292578]
 [ 0.19382972 -0.29891056  0.11789367 ...  0.21334362 -0.02830312
  -0.1291936 ]
 [ 0.02685158  0.08369301 -0.11470004 ...  0.11466517  0.02161117
  -0.13389184]
 ...
 [ 0.28061277  0.02193008 -0.09517112 ... -0.00057715 -0.22653311
  -0.4028886 ]
 [ 0.33092797 -0.08638485 -0.06886113 ... -0.02584936 -0.2853029
  -0.4177534 ]
 [ 0.3351778  -0.03085801 -0.07176689 ... -0.03140742 -0.24686262
  -0.44820923]]"
1_2075_u_2,"[[ 0.0215764  -0.02462201 -0.05895895 ...  0.10231526 -0.02919935
  -0.0168362 ]
 [ 0.11481375 -0.01030029 -0.07802496 ...  0.08078858 -0.10468344
  -0.10565702]
 [ 0.03709185  0.08389716 -0.09527474 ...  0.18033032 -0.09518164
  -0.01046018]
 ...
 [-0.00417172  0.20793642 -0.2660116  ...  0.25621042 -0.12512626
  -0.1568875 ]
 [-0.02772382  0.17705338 -0.22648528 ...  0.22206949 -0.11020227
  -0.13288178]
 [-0.02866252  0.16750167 -0.1978608  ...  0.2159122  -0.09917018
  -0.10927938]]"
1_2119_u_1,"[[ 0.05709739  0.16491814 -0.23245314 ...  0.21371324 -0.05465284
  -0.17915758]
 [ 0.05667486  0.18596643 -0.2496466  ...  0.24250278 -0.07317685
  -0.19085467]
 [ 0.05792806  0.21529071 -0.21130279 ...  0.20282112 -0.10157822
  -0.16750507]
 ...
 [ 0.01459393  0.19866866 -0.24966165 ...  0.2242763  -0.11536272
  -0.18235806]
 [ 0.12444255  0.09205128 -0.19694105 ...  0.06027054 -0.10128291
  -0.23763698]
 [ 0.03144832  0.15308209 -0.21853504 ...  0.20341846 -0.06327006
  -0.17695062]]"
1_2119_u_2,"[[ 0.14468788  0.12658435 -0.24043229 ...  0.08252151 -0.05689256
  -0.2442705 ]
 [ 0.17458333  0.19156317 -0.16780767 ...  0.06791505 -0.01635065
  -0.26347774]
 [ 0.18003248  0.19413313 -0.18404743 ...  0.08152813 -0.02442285
  -0.21543597]
 ...
 [ 0.02956113  0.18684074 -0.21582037 ...  0.21216658 -0.04845791
  -0.19040762]
 [ 0.15256605  0.0896827  -0.22094434 ...  0.05562401 -0.07123215
  -0.24201299]
 [ 0.04849985  0.16405669 -0.22894248 ...  0.20438641 -0.06818958
  -0.18446472]]"
1_213_u_1,"[[ 0.02414681  0.17791657 -0.21648985 ...  0.24663612 -0.07861836
  -0.17086393]
 [ 0.08325446  0.13279265 -0.23017612 ...  0.16987868 -0.07347129
  -0.20589796]
 [ 0.00453448  0.14732285 -0.15467042 ...  0.24282658 -0.05116009
  -0.11922558]
 ...
 [ 0.02213638  0.1333716  -0.12177115 ...  0.19776247  0.01114876
  -0.13270265]
 [ 0.00954503  0.1786782  -0.21708858 ...  0.24664304 -0.08101378
  -0.14070189]
 [ 0.09983221  0.11736995 -0.09403374 ...  0.11511613  0.0947753
  -0.10899256]]"
1_213_u_2,"[[ 0.12854344  0.10353731 -0.19312078 ...  0.06896043 -0.02160751
  -0.17598882]
 [ 0.07714275  0.15681002 -0.21762484 ...  0.20813285 -0.06637079
  -0.16355485]
 [ 0.17123012  0.08527693 -0.13039088 ...  0.04180888 -0.07902873
  -0.26887798]
 ...
 [ 0.05619213  0.16949274 -0.21765396 ...  0.22223444 -0.03751911
  -0.1841647 ]
 [ 0.10524141  0.13123459 -0.2488209  ...  0.1710396  -0.04987479
  -0.19415197]
 [ 0.04067589  0.17960759 -0.2512454  ...  0.24168667 -0.05760882
  -0.16917396]]"
1_213_u_3,"[[-0.00425763  0.12433146 -0.1566701  ...  0.21881598 -0.03177376
  -0.10966111]
 [ 0.02804779  0.09427869 -0.17330894 ...  0.16405301 -0.02780254
  -0.14683864]
 [ 0.01689724  0.14160506 -0.188817   ...  0.22909927 -0.05414363
  -0.13145702]
 ...
 [-0.00844352  0.17679451 -0.21173763 ...  0.23496994 -0.05716436
  -0.15796468]
 [ 0.01806041  0.1116682  -0.15625119 ...  0.2003244  -0.04786807
  -0.1168073 ]
 [-0.02535874  0.17012228 -0.18130457 ...  0.25335017 -0.06847808
  -0.12812112]]"
1_213_u_4,"[[-0.00138632  0.19195205 -0.20587268 ...  0.27459547 -0.11121452
  -0.10676387]
 [ 0.06130693  0.12761515 -0.17060602 ...  0.19354376 -0.00981816
  -0.1488446 ]
 [ 0.06087098  0.0978757  -0.12042295 ...  0.14516744 -0.02894292
  -0.03524645]
 ...
 [ 0.03502562  0.15213853 -0.2409508  ...  0.22854722 -0.1053773
  -0.12781583]
 [ 0.14376113  0.10265388 -0.2651541  ...  0.14255118 -0.12296903
  -0.18155268]
 [ 0.22770308  0.04232904 -0.24147958 ...  0.09751675 -0.17790824
  -0.2741887 ]]"
1_213_u_5,"[[ 0.06117035  0.11390914 -0.2047264  ...  0.20322333 -0.06260271
  -0.12210733]
 [ 0.12086213  0.0938158  -0.24565646 ...  0.13726103 -0.04654128
  -0.18926963]
 [ 0.10735358  0.08203071 -0.20814127 ...  0.12629905 -0.03690645
  -0.14934868]
 ...
 [ 0.13364504  0.06176665 -0.21918896 ...  0.0815606   0.02023946
  -0.19067127]
 [ 0.16924402  0.06564501 -0.25655767 ...  0.0939094  -0.04117915
  -0.2203421 ]
 [ 0.10183978  0.10107671 -0.23896691 ...  0.14474553 -0.05368492
  -0.16950616]]"
1_213_u_6,"[[ 0.1529114   0.08700082 -0.25771916 ...  0.12077807 -0.0591461
  -0.19277585]
 [ 0.16989382  0.0647791  -0.2507028  ...  0.08922298 -0.00719544
  -0.21313183]
 [ 0.14639468  0.07231827 -0.23424172 ...  0.09940432 -0.03771419
  -0.17941138]
 ...
 [ 0.10254307  0.08115093 -0.22537437 ...  0.13279179 -0.05023276
  -0.15749201]
 [ 0.20673618  0.04237713 -0.25318152 ...  0.11072025 -0.07529567
  -0.20721406]
 [ 0.1279122   0.10138857 -0.2809374  ...  0.14880992 -0.05915323
  -0.2133938 ]]"
1_2198_u_1,"[[ 0.00778021  0.11732329 -0.11884124 ...  0.1879861   0.01569114
  -0.13540272]
 [ 0.08865094  0.10103175 -0.21224764 ...  0.15129483  0.00953694
  -0.21655288]
 [ 0.04434719  0.06861646 -0.10790509 ...  0.13497798  0.057523
  -0.13545024]
 ...
 [-0.01516486  0.18573855 -0.18688622 ...  0.24113476 -0.03845553
  -0.15962522]
 [-0.02029256  0.17214683 -0.16258532 ...  0.23757333 -0.03091874
  -0.13652122]
 [-0.029878    0.16283923 -0.16888562 ...  0.22975878 -0.03545738
  -0.15382338]]"
1_2198_u_2,"[[ 0.00493765  0.09462555 -0.09881792 ...  0.18671857 -0.02586991
  -0.09985899]
 [ 0.0083506   0.15333036 -0.19176772 ...  0.2262306  -0.0309729
  -0.16630167]
 [ 0.06264642 -0.02554453 -0.04296782 ...  0.07730849 -0.05996324
  -0.13070229]
 ...
 [-0.01513767  0.19464117 -0.1821329  ...  0.2556845  -0.14588246
  -0.13939042]
 [ 0.05681076  0.04192765  0.05657496 ...  0.14297047 -0.12895174
   0.08007243]
 [-0.03600082  0.11735013 -0.08810959 ...  0.21434657 -0.08440202
  -0.11063065]]"
1_2198_u_3,"[[ 0.02745438  0.11576554 -0.16623151 ...  0.17841683 -0.00082303
  -0.16513777]
 [ 0.14977574  0.0588355  -0.25682285 ...  0.08843511  0.00548019
  -0.2579104 ]
 [ 0.09221376  0.06151357 -0.15065753 ...  0.1002319   0.06824457
  -0.18630716]
 ...
 [-0.02436008  0.19338559 -0.20543301 ...  0.26148137 -0.06196059
  -0.15700884]
 [-0.02784861  0.15751578 -0.13411224 ...  0.23207963 -0.01573534
  -0.12971416]
 [-0.03022293  0.1446473  -0.14160481 ...  0.21866843 -0.01955036
  -0.14910491]]"
1_2198_u_4,"[[-5.78749552e-03  1.06404349e-01 -1.33942008e-01 ...  1.77432939e-01
  -2.65826769e-02 -1.37025237e-01]
 [ 6.66428506e-02  9.16162431e-02 -2.08099723e-01 ...  1.38636023e-01
  -2.26564221e-02 -2.18576729e-01]
 [ 5.19759953e-02  8.09953511e-02 -1.26073003e-01 ...  1.37089729e-01
   3.08455043e-02 -1.53728724e-01]
 ...
 [-6.61864877e-02  1.92419335e-01 -1.58208996e-01 ...  2.88060308e-01
  -7.58751780e-02 -1.04854979e-01]
 [-6.89728707e-02  1.28923520e-01 -5.57414070e-02 ...  2.58324534e-01
  -3.15111838e-02 -2.73414180e-02]
 [-4.27695252e-02  1.42104879e-01 -1.00730941e-01 ...  2.21338198e-01
   2.50656158e-04 -1.05485305e-01]]"
1_2216_u_1,"[[ 0.09536718  0.1601095  -0.2649743  ...  0.17757645 -0.12221289
  -0.22620472]
 [ 0.02863802  0.19274098 -0.25198    ...  0.23800555 -0.12656245
  -0.18548027]
 [ 0.08200431  0.14491284 -0.24621955 ...  0.17434992 -0.10867281
  -0.21331254]
 ...
 [-0.00930502  0.19003654 -0.17582244 ...  0.26207417 -0.14854941
  -0.08051797]
 [ 0.00089956  0.20438284 -0.21979383 ...  0.2746656  -0.12607844
  -0.13996571]
 [-0.00409894  0.19998918 -0.19752693 ...  0.2646923  -0.12568316
  -0.14258493]]"
1_2216_u_2,"[[-0.00898642  0.1889099  -0.22497559 ...  0.24525973 -0.09903058
  -0.13570501]
 [-0.01477826  0.15780279 -0.18224806 ...  0.2246459  -0.06467004
  -0.12125189]
 [ 0.01664623  0.20385621 -0.24707794 ...  0.21402046 -0.18955979
  -0.21170889]
 ...
 [-0.00307518  0.20396084 -0.20779827 ...  0.2186649  -0.18236995
  -0.14514305]
 [-0.00236183  0.15941304 -0.18617272 ...  0.19037978 -0.09689924
  -0.10027248]
 [ 0.02239692  0.13835196 -0.19045258 ...  0.1815622  -0.03983911
  -0.10960682]]"
1_2354_u_1,"[[ 0.22607978  0.04999984 -0.23718688 ...  0.04302448 -0.06206707
  -0.2624805 ]
 [ 0.06059372  0.15510093 -0.27430826 ...  0.20444132 -0.07493411
  -0.19625525]
 [ 0.18871568  0.1010645  -0.2522175  ...  0.09146553 -0.14498639
  -0.2613432 ]
 ...
 [ 0.1440207   0.27847075 -0.07811817 ...  0.22179462 -0.25517297
  -0.20385672]
 [ 0.05981575  0.1847233  -0.26547512 ...  0.20661509 -0.14278561
  -0.19876713]
 [-0.00029809  0.210973   -0.24003434 ...  0.2588281  -0.1097955
  -0.16341895]]"
1_2354_u_2,"[[ 0.12571521  0.13708298 -0.27946672 ...  0.15676402 -0.06324065
  -0.23424684]
 [ 0.03580011  0.18756746 -0.28128996 ...  0.24772617 -0.0816427
  -0.19170845]
 [ 0.17842825  0.11900263 -0.28931263 ...  0.14796734 -0.10463402
  -0.24129963]
 ...
 [ 0.03939299  0.23927915 -0.16542381 ...  0.23751953 -0.22611992
  -0.18027022]
 [ 0.02108903  0.20612663 -0.25940642 ...  0.25461027 -0.12474094
  -0.16848212]
 [ 0.01198507  0.21592818 -0.22726613 ...  0.2531414  -0.14465109
  -0.16969149]]"
1_2361_u_1,"[[ 0.11114711 -0.02267481 -0.16858408 ...  0.07802325  0.00358932
  -0.17232679]
 [ 0.00298632 -0.17936954  0.02030441 ...  0.11069153  0.04130322
  -0.10350538]
 [ 0.00830099  0.07019152 -0.1228383  ...  0.16728847 -0.01405266
  -0.10069124]
 ...
 [ 0.01505622  0.02826991 -0.08105106 ...  0.11244927  0.03518096
  -0.09274693]
 [ 0.06518373  0.0102782  -0.09477379 ...  0.09687006  0.02406931
  -0.08773642]
 [ 0.04315661  0.0362997  -0.14598683 ...  0.1130096  -0.03922329
  -0.10678539]]"
1_2361_u_2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
1_2420_u_1,"[[ 0.04323133 -0.02701133  0.05598035 ...  0.1894819  -0.00596659
  -0.07719806]
 [-0.07169239  0.06486364 -0.00094214 ...  0.20435508  0.02816711
  -0.03977609]
 [ 0.12324586 -0.03031673 -0.09068804 ...  0.048326   -0.14606352
  -0.21574903]
 ...
 [ 0.01992264  0.14806256 -0.24259321 ...  0.20504232 -0.08822396
  -0.16967146]
 [ 0.03786956  0.12484604 -0.22881337 ...  0.1949191  -0.06956254
  -0.16345766]
 [ 0.00585458  0.13792232 -0.20045847 ...  0.19049601 -0.06303652
  -0.13668475]]"
1_2423_u_1,"[[ 0.21700387  0.11524224 -0.12298467 ...  0.00255084 -0.07214823
  -0.33044684]
 [ 0.25498948  0.13814327 -0.07400759 ... -0.02175807 -0.07585101
  -0.37151018]
 [ 0.10692457  0.12554282 -0.23380093 ...  0.14173365 -0.07176083
  -0.2175287 ]
 ...
 [ 0.16039953  0.08927888 -0.06212457 ...  0.00664655 -0.15541711
  -0.30182165]
 [ 0.08550563  0.15418153 -0.21422406 ...  0.16327497 -0.12655401
  -0.19945844]
 [ 0.10188267  0.12254655 -0.2314294  ...  0.13542643 -0.08831438
  -0.22265486]]"
1_2423_u_2,"[[ 0.17623636  0.17481628 -0.19955689 ...  0.07029264 -0.03803511
  -0.2779884 ]
 [ 0.21205458  0.14067942 -0.08793312 ...  0.01316835 -0.17629845
  -0.37117368]
 [ 0.10144037  0.12532078 -0.21204239 ...  0.15222633  0.00831362
  -0.22445074]
 ...
 [ 0.1560641   0.09461403 -0.21946532 ...  0.05724489 -0.09095791
  -0.2605919 ]
 [ 0.20476201  0.09915006 -0.21437383 ...  0.06874034 -0.15655321
  -0.2908492 ]
 [ 0.09426686  0.12396401 -0.2528036  ...  0.14817134 -0.0691485
  -0.20001093]]"
1_2423_u_3,"[[ 0.09214283  0.12658897 -0.16933724 ...  0.14995696  0.01805039
  -0.17772904]
 [ 0.16536361  0.1314877  -0.17053077 ...  0.02428399 -0.027977
  -0.2636341 ]
 [ 0.06968939  0.13672878 -0.2311005  ...  0.18039745 -0.02245388
  -0.20093834]
 ...
 [ 0.11627679  0.05449509 -0.18449083 ...  0.09173575 -0.03710892
  -0.1646861 ]
 [ 0.15609843  0.11354223 -0.24567866 ...  0.10518496 -0.10320041
  -0.21511225]
 [ 0.09442401  0.10597162 -0.2415255  ...  0.1392472  -0.04133885
  -0.19589977]]"
1_2423_u_4,"[[ 0.20769918  0.10191123 -0.13706535 ...  0.021262   -0.11968026
  -0.32906526]
 [ 0.24854137  0.10060547 -0.05195519 ... -0.01765313 -0.18758658
  -0.41682807]
 [ 0.1971041   0.08315308 -0.2603274  ...  0.07830851 -0.09635118
  -0.26670367]
 ...
 [ 0.13627343  0.08430725 -0.21962148 ...  0.07851925 -0.10074338
  -0.24476868]
 [ 0.28004357  0.05711312 -0.11590811 ...  0.01001097 -0.25169677
  -0.4189166 ]
 [ 0.23795801  0.05151078 -0.19490385 ...  0.05636663 -0.18404065
  -0.3207646 ]]"
1_2464_u_1,"[[ 0.02069089  0.13098073 -0.20874721 ...  0.18731794 -0.05189684
  -0.14364132]
 [-0.00424636  0.1233439  -0.16268206 ...  0.19346158 -0.04549481
  -0.10384782]
 [-0.02156479  0.13521089 -0.17804748 ...  0.2201219  -0.07888724
  -0.10960872]
 ...
 [-0.04352701  0.1636375  -0.13103756 ...  0.26187572 -0.10098541
  -0.0653045 ]
 [-0.01323072  0.17169906 -0.16356888 ...  0.26254532 -0.11877376
  -0.08343646]
 [-0.01038904  0.15269798 -0.1568209  ...  0.2295695  -0.09388874
  -0.10372997]]"
1_2464_u_2,"[[ 0.08376288  0.07198423 -0.21757    ...  0.12348741 -0.07326211
  -0.15580887]
 [ 0.05281915  0.072311   -0.17327285 ...  0.13041082 -0.0552549
  -0.1226982 ]
 [-0.01400358  0.14158495 -0.19046971 ...  0.2094866  -0.07438959
  -0.12565042]
 ...
 [-0.013748    0.1685074  -0.18184495 ...  0.23988858 -0.08723284
  -0.1228941 ]
 [ 0.00103616  0.18596464 -0.23317769 ...  0.2261455  -0.0866646
  -0.16581342]
 [ 0.01153996  0.13886426 -0.16838264 ...  0.19110182 -0.06827
  -0.14331523]]"
1_2575_u_1,"[[-0.06093616  0.18011227 -0.16957277 ...  0.26287654 -0.06609991
  -0.10924316]
 [-0.05670017  0.17640683 -0.17572346 ...  0.2572708  -0.06973717
  -0.12083595]
 [-0.05589834  0.1969123  -0.19816738 ...  0.280186   -0.08689781
  -0.10977548]
 ...
 [ 0.07821608  0.11015807 -0.20784646 ...  0.15567201 -0.1273237
  -0.17021936]
 [ 0.16297938  0.08247328 -0.20848316 ...  0.0769002  -0.19317454
  -0.27361262]
 [ 0.03423233  0.15195854 -0.23178193 ...  0.18553679 -0.13947625
  -0.19783938]]"
1_2580_u_1,"[[ 0.03899312  0.13653435 -0.22067696 ...  0.1939915  -0.1456246
  -0.15305416]
 [-0.01532183  0.16289197 -0.21880859 ...  0.23428576 -0.10453222
  -0.10643679]
 [ 0.04109161  0.16789858 -0.23695147 ...  0.22019903 -0.1513431
  -0.15943177]
 ...
 [ 0.08519697  0.10523164 -0.19929284 ...  0.1446628  -0.08182161
  -0.20554437]
 [ 0.10169032  0.08350819 -0.14870098 ...  0.06977807 -0.04635819
  -0.20700602]
 [ 0.13865423  0.01908489 -0.13132343 ...  0.05125058 -0.15425113
  -0.23711221]]"
1_2580_u_2,"[[ 0.10684705  0.11339448 -0.20951883 ...  0.11776415 -0.08124715
  -0.1978543 ]
 [ 0.07384883  0.08852259 -0.18603952 ...  0.14927666 -0.09872708
  -0.13309172]
 [ 0.14077339  0.09551808 -0.21049327 ...  0.09250498 -0.0945849
  -0.19956803]
 ...
 [ 0.04639899  0.15747994 -0.23489551 ...  0.19983792 -0.07291205
  -0.20506223]
 [ 0.04674734  0.13139409 -0.1702739  ...  0.1871907  -0.00997232
  -0.16377145]
 [ 0.01870743  0.1712368  -0.2075358  ...  0.23440547 -0.11037689
  -0.16072834]]"
1_2614_u_1,"[[-0.02928901  0.18442628 -0.21819949 ...  0.24848819 -0.08399832
  -0.15304586]
 [ 0.02956497  0.1811431  -0.27279538 ...  0.23108931 -0.08150607
  -0.19046095]
 [ 0.08809911  0.14350307 -0.25566337 ...  0.17958522 -0.06755863
  -0.23861381]
 ...
 [ 0.09570824  0.17551689 -0.2789216  ...  0.18344039 -0.14373696
  -0.23944765]
 [ 0.04366655  0.16676234 -0.24599153 ...  0.21520616 -0.11406267
  -0.19702367]
 [ 0.00868883  0.2206108  -0.24852052 ...  0.25439095 -0.15823337
  -0.19016919]]"
1_2614_u_2,"[[-0.02874086  0.18451668 -0.21892801 ...  0.24828458 -0.08385931
  -0.15373331]
 [ 0.03202945  0.17961535 -0.2741015  ...  0.2292211  -0.08165975
  -0.19192678]
 [ 0.08779353  0.14430232 -0.25711825 ...  0.18023302 -0.06882867
  -0.2394247 ]
 ...
 [ 0.09662752  0.17572899 -0.2796058  ...  0.1831075  -0.14572883
  -0.24062626]
 [ 0.04503785  0.16750346 -0.24703142 ...  0.21436793 -0.11620679
  -0.19812648]
 [ 0.00867876  0.22179563 -0.24794051 ...  0.25339523 -0.16224395
  -0.19103919]]"
1_2614_u_3,"[[-0.0295002   0.18571065 -0.21913469 ...  0.25047857 -0.08417143
  -0.15342723]
 [ 0.02813023  0.18252139 -0.27274328 ...  0.23267871 -0.08137676
  -0.19008473]
 [ 0.08377078  0.14531206 -0.25603718 ...  0.18429108 -0.06926958
  -0.23617983]
 ...
 [ 0.097205    0.17530116 -0.2788062  ...  0.18213782 -0.14674063
  -0.24129237]
 [ 0.0457119   0.16745588 -0.24595082 ...  0.21357726 -0.11704135
  -0.19848195]
 [ 0.01081424  0.22194703 -0.2474359  ...  0.2516215  -0.16500641
  -0.19281259]]"
