ImageName,Embedding
1_11378_u_2,"[[ 0.04440806  0.14939319 -0.17806128 ...  0.20759743 -0.08922821
  -0.09539141]
 [ 0.03961561  0.20701411 -0.26738703 ...  0.24410707 -0.13606739
  -0.17975038]
 [ 0.00688356  0.11517176 -0.02912904 ...  0.19063863 -0.0090691
  -0.01606545]
 ...
 [-0.03957484  0.1264479  -0.08820701 ...  0.22158118 -0.05470722
  -0.01820392]
 [-0.00303355  0.09417185 -0.03239332 ...  0.22671062 -0.07044615
   0.06239922]
 [-0.00059291  0.15749055 -0.13853481 ...  0.23970729 -0.10434562
  -0.03922743]]"
1_11378_u_3,"[[ 0.01160684  0.18434279 -0.21544051 ...  0.2522659  -0.14437929
  -0.09984475]
 [ 0.09392951  0.17075054 -0.22792327 ...  0.14497283 -0.16616413
  -0.22874059]
 [-0.00063131  0.1990695  -0.24668103 ...  0.25955802 -0.12857977
  -0.13167012]
 ...
 [-0.01639653  0.19116561 -0.2165302  ...  0.26074633 -0.09844503
  -0.11357638]
 [-0.00947112  0.18803477 -0.20845875 ...  0.2827456  -0.10937235
  -0.08524539]
 [ 0.03680537  0.11683567 -0.09352177 ...  0.20572187 -0.12745576
   0.0103379 ]]"
1_11439_u_1,"[[-0.04418105  0.12114555 -0.11713876 ...  0.20311528 -0.09212522
  -0.04841318]
 [ 0.02137606  0.0992901  -0.10604409 ...  0.17777821 -0.16769373
  -0.08140707]
 [-0.06263238  0.14002824 -0.14829236 ...  0.19485623 -0.06486641
  -0.11783522]
 ...
 [-0.07615259  0.07919133 -0.04802816 ...  0.19565095  0.03260506
  -0.06627623]
 [-0.0509509   0.01242679 -0.05236369 ...  0.1297711   0.00810856
  -0.11154446]
 [-0.04977511  0.05864675 -0.07162085 ...  0.13228405 -0.03218952
  -0.05986516]]"
1_11439_u_2,"[[ 0.00888109  0.05196254 -0.09799717 ...  0.12936673 -0.104206
  -0.06471892]
 [ 0.05475365  0.05316969 -0.10678238 ...  0.10143377 -0.19146502
  -0.17834114]
 [-0.03055559  0.1213806  -0.15489486 ...  0.15669422 -0.05578787
  -0.11467905]
 ...
 [-0.02954154  0.00138187 -0.04998399 ...  0.11993979  0.04446336
  -0.07943872]
 [-0.02816237 -0.165016    0.04571599 ...  0.15360561  0.10426284
  -0.08444539]
 [-0.03578685 -0.06933835  0.03895446 ...  0.13919441  0.05801365
  -0.11481597]]"
1_11439_u_3,"[[ 0.05341297 -0.14558709  0.02945136 ...  0.09345351 -0.04202944
  -0.13238698]
 [ 0.05525715 -0.07654928 -0.01122328 ...  0.10196823 -0.07796796
  -0.14652902]
 [-0.06230308  0.13489065 -0.12992623 ...  0.16927654 -0.07114975
  -0.12706476]
 ...
 [-0.07784221  0.13655005 -0.1127044  ...  0.2187255  -0.01681736
  -0.11223967]
 [-0.03591384  0.00901657 -0.08081444 ...  0.12036924 -0.01621411
  -0.13546526]
 [-0.0217623   0.02368    -0.07711305 ...  0.08442993 -0.02794616
  -0.10541211]]"
1_11439_u_4,"[[-0.04664891  0.15987983 -0.13772771 ...  0.25610542 -0.05954261
  -0.08520588]
 [-0.04343589  0.17846885 -0.1777075  ...  0.24164256 -0.05141819
  -0.1339178 ]
 [-0.03381368  0.16250332 -0.14541236 ...  0.24063921 -0.03120983
  -0.11722946]
 ...
 [-0.00841568  0.15678343 -0.17185733 ...  0.23224059 -0.04534203
  -0.11138804]
 [ 0.01190656  0.15353428 -0.19317716 ...  0.22011827 -0.03117648
  -0.14440787]
 [ 0.02244824  0.13563341 -0.19853711 ...  0.20101053 -0.02806756
  -0.1610067 ]]"
1_1144_u_1,"[[ 0.03743387  0.0662656  -0.14199403 ...  0.11445777 -0.02156363
  -0.13118641]
 [-0.00644724  0.10391971 -0.13653275 ...  0.19497754 -0.08677785
  -0.07543483]
 [ 0.17370977  0.13279991 -0.16568002 ...  0.03296864  0.00469924
  -0.23711176]
 ...
 [ 0.11081529  0.09618449 -0.17247161 ...  0.13054776 -0.08013733
  -0.13520817]
 [ 0.0387379   0.11724991 -0.1705876  ...  0.20271975 -0.06190582
  -0.08614084]
 [ 0.09339905  0.04925889 -0.15228906 ...  0.14419137 -0.1147165
  -0.10430871]]"
1_1144_u_2,"[[ 0.0161132   0.03800049 -0.09182855 ...  0.15511009 -0.05857484
  -0.03529966]
 [ 0.00869725  0.10518891 -0.13296413 ...  0.19976184 -0.05341044
  -0.01384018]
 [ 0.0530142   0.15004227 -0.15098175 ...  0.17323005 -0.13062668
  -0.13935323]
 ...
 [ 0.04502343  0.13238734 -0.17050573 ...  0.19669577 -0.13262038
  -0.09719168]
 [-0.00260685  0.13282812 -0.16183081 ...  0.22827795 -0.10759035
  -0.06385267]
 [ 0.06553157  0.02813811 -0.11476203 ...  0.15032005 -0.13714524
  -0.04593734]]"
1_1144_u_3,"[[ 0.14502479 -0.03098625 -0.18594852 ...  0.07888356 -0.11369935
  -0.16865668]
 [ 0.04153877  0.03922439 -0.14162001 ...  0.15571661 -0.04703421
  -0.07914855]
 [ 0.05355718  0.11704692 -0.2184661  ...  0.1730566  -0.08234878
  -0.14833087]
 ...
 [ 0.09771241  0.06573723 -0.1374161  ...  0.1400365  -0.14391087
  -0.13244584]
 [ 0.07454771  0.10035688 -0.17330527 ...  0.1725109  -0.10458387
  -0.08577311]
 [ 0.01992763  0.08436389 -0.12282478 ...  0.20336281 -0.09946579
  -0.00375654]]"
1_1144_u_4,"[[-0.04494937  0.20384832 -0.13128966 ...  0.2728668  -0.09235589
  -0.10491088]
 [-0.01644892  0.18251911 -0.15467563 ...  0.27929276 -0.08155498
  -0.1191998 ]
 [ 0.00638213  0.2249198  -0.10852427 ...  0.24445444 -0.08118272
  -0.09831116]
 ...
 [-0.02988698  0.24153969 -0.2795797  ...  0.30510777 -0.12143224
  -0.16282514]
 [-0.05796698  0.2409602  -0.24425721 ...  0.30577213 -0.10758698
  -0.13759668]
 [-0.05093356  0.253404   -0.266378   ...  0.31955653 -0.1182853
  -0.14799325]]"
1_11485_u_1,"[[-0.051849    0.17487484 -0.13965061 ...  0.27464324 -0.05611049
  -0.09400463]
 [-0.0183039   0.17429039 -0.16904908 ...  0.25683343 -0.04484662
  -0.12093525]
 [-0.04832448  0.16422679 -0.14135158 ...  0.28820366 -0.08226758
  -0.06237825]
 ...
 [-0.02581123  0.1310079  -0.10373343 ...  0.2680398  -0.05679299
  -0.04682516]
 [-0.0188113   0.11626387 -0.09033336 ...  0.25982982 -0.03776683
  -0.04882747]
 [ 0.02847612  0.06450264 -0.05108322 ...  0.18873028 -0.04466799
   0.02735674]]"
1_11485_u_2,"[[-0.05103822  0.19077265 -0.16516295 ...  0.28689504 -0.08899572
  -0.09393872]
 [-0.0458355   0.21968834 -0.20711553 ...  0.31168494 -0.10735196
  -0.1087948 ]
 [-0.04609153  0.18455856 -0.16109717 ...  0.28821144 -0.09852621
  -0.07305425]
 ...
 [-0.03565048  0.17984995 -0.16583681 ...  0.29378527 -0.08423044
  -0.10189967]
 [-0.03576877  0.1897263  -0.17193314 ...  0.30643815 -0.09383002
  -0.10629267]
 [-0.02388084  0.12388737 -0.09307115 ...  0.27264822 -0.07266703
  -0.03956238]]"
1_11526_u_1,"[[ 0.00475739  0.09426205 -0.12779832 ...  0.165787   -0.03988432
  -0.04459988]
 [ 0.01656704  0.09688324 -0.11082453 ...  0.21520293 -0.10338317
   0.05928119]
 [-0.00659253  0.13468379 -0.16343808 ...  0.18416126 -0.07258971
  -0.06838632]
 ...
 [ 0.07080507  0.05484598 -0.07917342 ...  0.16020204 -0.14826588
   0.04882427]
 [ 0.14346312 -0.04089236 -0.0775796  ...  0.15223481 -0.15702386
   0.08301222]
 [ 0.16821572 -0.05100255 -0.10239638 ...  0.14478847 -0.19387916
   0.06321722]]"
1_11526_u_2,"[[-0.0083308   0.16349255 -0.19259906 ...  0.22003609 -0.05489155
  -0.14126508]
 [ 0.06924596  0.12177801 -0.16032529 ...  0.15828618  0.0033959
  -0.16302207]
 [-0.01323135  0.17039637 -0.19196042 ...  0.22375469 -0.06480521
  -0.12714182]
 ...
 [-0.06111388  0.18563102 -0.15944698 ...  0.23168407 -0.06238649
  -0.1055423 ]
 [ 0.00316115  0.19842541 -0.2466211  ...  0.22545357 -0.11178999
  -0.1463317 ]
 [ 0.01551988  0.16495259 -0.21158022 ...  0.21986786 -0.05201678
  -0.14546916]]"
1_11526_u_3,"[[-0.05790944  0.20344909 -0.1316917  ...  0.28157064 -0.01056479
  -0.12686586]
 [-0.07017444  0.20654005 -0.14165011 ...  0.28654104 -0.03334112
  -0.11719924]
 [-0.05599839  0.19028936 -0.14611518 ...  0.2794621  -0.0360304
  -0.11862748]
 ...
 [-0.06180752  0.18665098 -0.11648588 ...  0.2539819  -0.01018644
  -0.1066724 ]
 [-0.04519574  0.1536805  -0.1009941  ...  0.23324847  0.01033478
  -0.10121117]
 [-0.0251207   0.16801175 -0.1275992  ...  0.22667775  0.00937099
  -0.13287966]]"
1_11526_u_4,"[[-0.00415451  0.12894806 -0.17191908 ...  0.16957842 -0.04356837
  -0.1313093 ]
 [ 0.02491136  0.14891556 -0.21879393 ...  0.17807384 -0.05754561
  -0.17042056]
 [ 0.00841808  0.07428378 -0.07539756 ...  0.13426346  0.0541165
  -0.06614124]
 ...
 [-0.00540093  0.07711698 -0.07925239 ...  0.16441984 -0.00392691
  -0.06221034]
 [ 0.04511711  0.16693558 -0.25247157 ...  0.22064587 -0.07762633
  -0.17278028]
 [ 0.07502063  0.13477696 -0.22338596 ...  0.17581731 -0.01881563
  -0.17957513]]"
1_11526_u_5,"[[-0.01745047  0.15261264 -0.17356881 ...  0.19208819 -0.05260994
  -0.14172   ]
 [ 0.02947918  0.14863828 -0.18279916 ...  0.1573668  -0.05532109
  -0.16168334]
 [-0.02114469  0.14629729 -0.12283685 ...  0.19249392 -0.01020694
  -0.09381354]
 ...
 [-0.02513096  0.16386244 -0.13922536 ...  0.21642014 -0.01612806
  -0.12493166]
 [ 0.07114811  0.1470634  -0.20522991 ...  0.18294479 -0.04452517
  -0.156082  ]
 [ 0.04617788  0.14494579 -0.18673956 ...  0.19103381 -0.0150107
  -0.17155056]]"
1_11526_u_6,"[[ 0.00891421  0.13029702 -0.18147522 ...  0.15964258 -0.06903929
  -0.13785075]
 [ 0.04698945  0.13285704 -0.17870498 ...  0.15469134 -0.08282541
  -0.15408579]
 [ 0.03064767  0.11749111 -0.15421104 ...  0.13314478 -0.0213406
  -0.10974332]
 ...
 [-0.03890835  0.16150205 -0.15855032 ...  0.22288218 -0.04355613
  -0.1270747 ]
 [ 0.01318471  0.19474883 -0.23928931 ...  0.24599841 -0.07235478
  -0.13878226]
 [ 0.02317882  0.15361367 -0.1928514  ...  0.21215475 -0.02079543
  -0.15602642]]"
1_11526_u_7,"[[ 0.02590173  0.10712117 -0.16049731 ...  0.1565431  -0.05297654
  -0.13776724]
 [ 0.0812851   0.11876939 -0.16717908 ...  0.14614932 -0.01600139
  -0.16996922]
 [ 0.09337361  0.06311151 -0.1603561  ...  0.1007088  -0.02006968
  -0.12753579]
 ...
 [ 0.00999978  0.12653074 -0.15270793 ...  0.16758539 -0.00604943
  -0.14224823]
 [ 0.06639006  0.13542488 -0.2302449  ...  0.17200504 -0.07008657
  -0.15002908]
 [ 0.0635519   0.10586174 -0.16282058 ...  0.14284483  0.01964078
  -0.16482052]]"
1_11529_u_1,"[[ 0.00695999  0.17883262 -0.20936444 ...  0.19416627 -0.09987785
  -0.14411792]
 [-0.04468097  0.17514764 -0.16820157 ...  0.25176844 -0.11187372
  -0.08171785]
 [ 0.03745784  0.15790786 -0.09674694 ...  0.15992123 -0.09735706
  -0.06678246]
 ...
 [ 0.0283662   0.1091087  -0.08494761 ...  0.17630199 -0.06932075
  -0.0525303 ]
 [ 0.05378727  0.04588046 -0.12472153 ...  0.12779492 -0.05301159
  -0.10188019]
 [ 0.06421016  0.11041765 -0.15616277 ...  0.15399979 -0.02267663
  -0.12097104]]"
1_11529_u_2,"[[ 0.01474308  0.15678065 -0.18301943 ...  0.19249177 -0.1186233
  -0.11554299]
 [ 0.00229692  0.11272426 -0.06621519 ...  0.22539517 -0.12689236
  -0.0086625 ]
 [ 0.04891041  0.13076307 -0.05460039 ...  0.13988191 -0.10356605
  -0.02526968]
 ...
 [ 0.01314899  0.14036596 -0.15716267 ...  0.2114145  -0.07340661
  -0.0937061 ]
 [ 0.03977782  0.03989021 -0.11316712 ...  0.12736648 -0.02218853
  -0.08555401]
 [ 0.06018417  0.11713295 -0.16666415 ...  0.16161619 -0.03125004
  -0.12263893]]"
1_11529_u_3,"[[-0.00526825  0.15398112 -0.14814961 ...  0.2349177  -0.10117187
  -0.06940305]
 [-0.00053418  0.15887176 -0.16911766 ...  0.2398586  -0.08749148
  -0.11046548]
 [ 0.06870362  0.12418471 -0.15854743 ...  0.1410931  -0.09008515
  -0.15103044]
 ...
 [ 0.00949469  0.13967013 -0.17259553 ...  0.23606825 -0.05562374
  -0.11477792]
 [ 0.05571772  0.09734018 -0.18711662 ...  0.18442677 -0.05010933
  -0.12374367]
 [ 0.00720429  0.13065541 -0.1731219  ...  0.22770412 -0.04599268
  -0.11326193]]"
1_11609_u_1,"[[ 0.02652332  0.18702075 -0.27140617 ...  0.2667565  -0.10359319
  -0.17393646]
 [ 0.01639215  0.1862477  -0.2541101  ...  0.26632124 -0.08765861
  -0.15553977]
 [ 0.0238354   0.18800245 -0.27559504 ...  0.25415424 -0.09252535
  -0.18137667]
 ...
 [-0.01745624  0.19551407 -0.21844286 ...  0.2635546  -0.12249511
  -0.12919846]
 [-0.02544183  0.19991767 -0.21025544 ...  0.27103478 -0.11789556
  -0.12791665]
 [-0.01040947  0.1622026  -0.19295403 ...  0.23354197 -0.11182374
  -0.06886037]]"
1_11609_u_2,"[[ 0.04633757  0.15679418 -0.23422009 ...  0.2257844  -0.0446937
  -0.17077911]
 [ 0.03379259  0.18521795 -0.24324939 ...  0.24283779 -0.04553492
  -0.18661621]
 [ 0.04621056  0.14808987 -0.25638393 ...  0.20582989 -0.07280169
  -0.17875524]
 ...
 [-0.05165405  0.18657906 -0.18181583 ...  0.2583246  -0.07948004
  -0.10036996]
 [ 0.00332188  0.14111379 -0.1621542  ...  0.22066808 -0.09917429
  -0.09920849]
 [-0.04873407  0.17654292 -0.1794545  ...  0.2519857  -0.08707947
  -0.08529864]]"
1_11609_u_3,"[[ 0.1335484   0.10433288 -0.26290715 ...  0.14920554 -0.06394245
  -0.18004581]
 [ 0.10510197  0.11105318 -0.24551764 ...  0.15737759 -0.04513434
  -0.17492212]
 [ 0.12333082  0.11862722 -0.26198655 ...  0.14998321 -0.08982608
  -0.19239584]
 ...
 [ 0.00141697  0.18562141 -0.22958344 ...  0.23664725 -0.08284785
  -0.14237285]
 [ 0.00498644  0.18650194 -0.22753954 ...  0.235706   -0.09283268
  -0.14849062]
 [ 0.01474651  0.18958215 -0.2529168  ...  0.22667144 -0.09628506
  -0.15649095]]"
1_11697_u_1,"[[ 0.12794568  0.09314881 -0.22811356 ...  0.10989496 -0.04188554
  -0.18902723]
 [ 0.02144725  0.16737688 -0.21772498 ...  0.24730077 -0.05423667
  -0.15517133]
 [ 0.11137426  0.10819499 -0.22884455 ...  0.14580458 -0.05717558
  -0.1780818 ]
 ...
 [ 0.01255451  0.15846926 -0.20623186 ...  0.23179632 -0.05854337
  -0.15342355]
 [ 0.04566087  0.11713214 -0.17779827 ...  0.19168013 -0.04966787
  -0.15917835]
 [ 0.0486629   0.13025287 -0.22066355 ...  0.19455503 -0.07589093
  -0.1860168 ]]"
1_11697_u_2,"[[ 0.05813528  0.13812298 -0.23716769 ...  0.2180604  -0.06371987
  -0.1664918 ]
 [ 0.04312822  0.14743347 -0.23254028 ...  0.23451036 -0.06473242
  -0.15438259]
 [ 0.0665648   0.12115856 -0.2337558  ...  0.19998126 -0.05041144
  -0.16001791]
 ...
 [ 0.00597253  0.16039714 -0.20420548 ...  0.23948309 -0.05255759
  -0.15257916]
 [ 0.01072711  0.13238579 -0.17739487 ...  0.23181036 -0.0487742
  -0.1352901 ]
 [ 0.03484514  0.14205965 -0.21694851 ...  0.22254303 -0.07647577
  -0.17345728]]"
1_11697_u_3,"[[-0.01305672  0.12335248 -0.15115398 ...  0.19723195 -0.03981651
  -0.11620239]
 [ 0.05205348  0.0728173  -0.18679345 ...  0.14537098 -0.04316881
  -0.1562791 ]
 [-0.02810841  0.08968498 -0.05532481 ...  0.17380485  0.03523318
  -0.07200703]
 ...
 [ 0.02265089 -0.03655912 -0.05844249 ...  0.09092785  0.01463949
  -0.0794922 ]
 [ 0.06352168  0.07241613 -0.1443271  ...  0.12113443  0.00076384
  -0.15540393]
 [ 0.05975012  0.00216802 -0.11200541 ...  0.08890773  0.0247636
  -0.13169004]]"
1_11699_u_1,"[[-0.04169026  0.1762621  -0.17625275 ...  0.2515858  -0.05267838
  -0.12320502]
 [-0.0541821   0.17143837 -0.1497803  ...  0.2515635  -0.05316817
  -0.10472569]
 [-0.0066539   0.19392124 -0.24212906 ...  0.27990073 -0.09904686
  -0.14602548]
 ...
 [ 0.00798239  0.1719797  -0.23040703 ...  0.24588993 -0.06395113
  -0.16844572]
 [ 0.03913859  0.15449746 -0.23119396 ...  0.21684062 -0.04142167
  -0.18478641]
 [ 0.01244365  0.16954125 -0.21677697 ...  0.22424732 -0.05170688
  -0.17466277]]"
1_11699_u_2,"[[-0.02443501  0.17247929 -0.17064077 ...  0.2564111  -0.06551111
  -0.09536628]
 [-0.02674918  0.16803332 -0.14146802 ...  0.265463   -0.07735918
  -0.08094385]
 [ 0.01626267  0.15292896 -0.14012137 ...  0.2593809  -0.08781347
  -0.07174764]
 ...
 [ 0.00390394  0.16993357 -0.21286778 ...  0.24173015 -0.05153525
  -0.15347388]
 [ 0.01947381  0.15963984 -0.21063606 ...  0.22696197 -0.03752585
  -0.15655723]
 [ 0.01583743  0.16229784 -0.21100742 ...  0.21317877 -0.04459204
  -0.159598  ]]"
1_11723_u_1,"[[ 0.08322541  0.12206583 -0.21152514 ...  0.1550035  -0.07777344
  -0.19223599]
 [ 0.11867304  0.13894115 -0.15785912 ...  0.0874835  -0.17412828
  -0.24385239]
 [ 0.11210857  0.14250118 -0.23227835 ...  0.14521493 -0.06717838
  -0.22942196]
 ...
 [ 0.17846419  0.18325324  0.03582425 ...  0.01339458 -0.18005565
  -0.27408242]
 [ 0.10805236  0.17818443 -0.14136279 ...  0.14208485 -0.15307954
  -0.22650188]
 [ 0.15337631  0.20392235 -0.01414463 ...  0.05681421 -0.12700465
  -0.23418775]]"
1_11723_u_2,"[[ 0.05795512  0.1395131  -0.1922321  ...  0.20144847 -0.06019972
  -0.15350753]
 [ 0.06586256  0.16145763 -0.18979105 ...  0.17509744 -0.10879496
  -0.1431055 ]
 [ 0.12650454  0.14045346 -0.207813   ...  0.09616315 -0.04046384
  -0.2491775 ]
 ...
 [ 0.17394435  0.25381124 -0.00151139 ...  0.13288252 -0.16008842
  -0.13775055]
 [ 0.06834617  0.20735079 -0.09633723 ...  0.1813247  -0.13833006
  -0.1270378 ]
 [ 0.0831226   0.14710018 -0.11115855 ...  0.12612529 -0.08102968
  -0.16932821]]"
1_11736_u_1,"[[-0.01008414  0.18451588 -0.22916338 ...  0.23253563 -0.0717079
  -0.15944016]
 [-0.01860866  0.15252069 -0.17358634 ...  0.21697359 -0.0397827
  -0.12718119]
 [-0.02613264  0.20043208 -0.21447566 ...  0.24560475 -0.06420986
  -0.13498932]
 ...
 [-0.00415488  0.14419548 -0.18460256 ...  0.20155989 -0.04426264
  -0.12633875]
 [ 0.06622214  0.10763848 -0.21152025 ...  0.13007633 -0.03991747
  -0.20195109]
 [ 0.02543899  0.06970381 -0.14616323 ...  0.12147553 -0.03399286
  -0.15140772]]"
1_11736_u_2,"[[-0.01913189  0.1687924  -0.20120263 ...  0.2195455  -0.05590798
  -0.1482529 ]
 [-0.02547863  0.1460218  -0.16240954 ...  0.2091604  -0.037894
  -0.10894996]
 [-0.03293348  0.20287962 -0.21061832 ...  0.24966222 -0.06773219
  -0.13017444]
 ...
 [ 0.01537055  0.14156027 -0.21849519 ...  0.19447787 -0.05930784
  -0.1576096 ]
 [ 0.11164105  0.1036236  -0.24523845 ...  0.13008827 -0.09912235
  -0.2235311 ]
 [ 0.11896953 -0.0069052  -0.17606974 ...  0.07028    -0.08000654
  -0.19112843]]"
1_11773_u_1,"[[ 0.12792836  0.012012   -0.05556745 ...  0.02692317 -0.17635614
  -0.24303345]
 [ 0.2819265  -0.06113144  0.03494263 ... -0.08322798 -0.23870619
  -0.37014183]
 [ 0.11610362  0.06459264 -0.1374099  ...  0.07623158 -0.2052347
  -0.24487813]
 ...
 [ 0.23073177 -0.18179798  0.06435965 ... -0.0080709  -0.23600096
  -0.29153657]
 [ 0.18020467 -0.18431748  0.00136548 ...  0.00600557 -0.21267755
  -0.23056513]
 [ 0.28441063 -0.17906968  0.0518869  ... -0.07390589 -0.25837618
  -0.36505333]]"
1_11773_u_2,"[[ 0.10247946 -0.02554815 -0.02862368 ...  0.05658046 -0.14761667
  -0.2065448 ]
 [ 0.3108945  -0.09391685  0.04196831 ... -0.08203411 -0.24821725
  -0.37859577]
 [ 0.03647369  0.11937134 -0.16651878 ...  0.16996467 -0.1680907
  -0.19531733]
 ...
 [ 0.20778508 -0.10365871  0.00674231 ... -0.02712042 -0.24126697
  -0.3044796 ]
 [ 0.07634768 -0.06352679 -0.0706273  ...  0.06045439 -0.11702895
  -0.14117269]
 [ 0.26852834 -0.11549574  0.03936572 ... -0.07089767 -0.25601834
  -0.360147  ]]"
1_11773_u_3,"[[ 0.02761261  0.14972426 -0.22311285 ...  0.23417073 -0.06581236
  -0.1588043 ]
 [ 0.01018024  0.12470832 -0.1488035  ...  0.1970641  -0.01474814
  -0.12992963]
 [ 0.03149052  0.14699553 -0.19983417 ...  0.22481942 -0.02844607
  -0.14794753]
 ...
 [-0.0048467   0.19854572 -0.20823622 ...  0.2525633  -0.05132233
  -0.15865664]
 [ 0.05449713  0.13750897 -0.18195352 ...  0.18312427  0.01788498
  -0.17383644]
 [ 0.04926202  0.14936632 -0.23693103 ...  0.20461921 -0.05228869
  -0.17695041]]"
1_1180_u_1,"[[ 0.07414281  0.13592178 -0.05012719 ...  0.15186921 -0.17723392
  -0.08028667]
 [ 0.09575868  0.09190615 -0.01944419 ...  0.13570713 -0.16894728
  -0.17451811]
 [ 0.08391561  0.18146895 -0.05998645 ...  0.13335162 -0.02443683
  -0.09261775]
 ...
 [ 0.10255167  0.10812819  0.04998297 ...  0.10787387 -0.09605253
  -0.00618479]
 [ 0.11819462  0.17656396 -0.00254885 ...  0.10396324 -0.10513605
  -0.12127425]
 [ 0.18860157  0.21256484  0.02516301 ...  0.13333988 -0.15704657
  -0.16259685]]"
1_1180_u_2,"[[-0.02372298  0.13541755 -0.11937918 ...  0.20673065 -0.07012534
  -0.03947516]
 [-0.05038763  0.11340675 -0.07407166 ...  0.18165015 -0.02606166
  -0.07940551]
 [-0.01730413  0.14319225 -0.07086436 ...  0.20514035 -0.00876704
  -0.05970867]
 ...
 [ 0.15275888  0.16752736 -0.07279681 ...  0.09534094 -0.04045926
  -0.1727999 ]
 [ 0.13166268  0.167267   -0.11040842 ...  0.0937518  -0.05807631
  -0.19668466]
 [ 0.20352677  0.21616216 -0.0246437  ...  0.07435885 -0.0296237
  -0.16985166]]"
1_1180_u_3,"[[-0.00997765  0.10285032 -0.09808213 ...  0.18951593 -0.06270458
  -0.01379313]
 [-0.04050243  0.08888881 -0.07944078 ...  0.15949163 -0.03648365
  -0.06444594]
 [ 0.02165162  0.1343782  -0.05948506 ...  0.17796203 -0.00324186
  -0.0553317 ]
 ...
 [ 0.14944251  0.14887758 -0.01563369 ...  0.04097098 -0.05996435
  -0.17808636]
 [ 0.14597532  0.19860767 -0.03539975 ...  0.05825266 -0.08974241
  -0.20320801]
 [ 0.1443209   0.1706442  -0.07485629 ...  0.05506605 -0.069029
  -0.21007039]]"
1_1180_u_4,"[[ 0.10925321  0.09808621 -0.04380024 ...  0.128966   -0.2486774
  -0.03322041]
 [ 0.0428508   0.05449785 -0.02042206 ...  0.19437127 -0.13130689
  -0.11990523]
 [ 0.02221311  0.17488079 -0.06542272 ...  0.20008814 -0.12972888
  -0.06651219]
 ...
 [ 0.07496918  0.13329463 -0.1283696  ...  0.12795594 -0.03849062
  -0.16048619]
 [ 0.13801841  0.19089226 -0.06892999 ...  0.07897408 -0.11985967
  -0.24585971]
 [ 0.21974947  0.24853842  0.02320771 ...  0.07743149 -0.14449628
  -0.24069639]]"
1_1185_u_1,"[[ 0.01329836  0.0556249  -0.13019735 ...  0.12847874 -0.018009
  -0.13650088]
 [ 0.16591114 -0.09928212 -0.12289052 ...  0.03457883 -0.09718922
  -0.196751  ]
 [ 0.02770222  0.11435679 -0.20646018 ...  0.18783215 -0.04829964
  -0.15163806]
 ...
 [ 0.21313848 -0.13265966 -0.12729079 ...  0.02909316 -0.14291662
  -0.22414827]
 [ 0.1746224  -0.04400875 -0.18019083 ...  0.06414919 -0.06982619
  -0.17134334]
 [ 0.24104829 -0.02408532 -0.18552315 ...  0.04821188 -0.1540364
  -0.27707592]]"
1_11885_u_1,"[[ 0.07995805  0.0448107   0.00427006 ...  0.1338149  -0.1671985
  -0.08484972]
 [ 0.01789308  0.1609702  -0.16629642 ...  0.21286206 -0.14453486
  -0.1475522 ]
 [ 0.03981142  0.05160213  0.02295223 ...  0.11460301  0.0083449
  -0.00179216]
 ...
 [-0.05478437  0.17459969 -0.1548444  ...  0.26329833 -0.07754827
  -0.09884676]
 [-0.03336344  0.10576329 -0.08449594 ...  0.20052843 -0.04053561
  -0.08105224]
 [-0.03569504  0.1450179  -0.12387389 ...  0.23511654 -0.05548004
  -0.08866832]]"
1_11885_u_2,"[[ 9.50888768e-02 -1.63896829e-02  3.36196721e-02 ...  6.70527965e-02
  -1.70195445e-01 -9.41770375e-02]
 [ 9.16243494e-02  5.66468686e-02  7.91920070e-03 ...  1.13009393e-01
  -1.94388315e-01 -4.60015237e-02]
 [ 7.17210323e-02  9.59150493e-04  1.02617979e-01 ...  5.68163432e-02
  -1.17918015e-01  5.73645830e-02]
 ...
 [-4.33115251e-02  1.67644918e-01 -1.51323825e-01 ...  2.59559095e-01
  -7.85028338e-02 -1.01742864e-01]
 [ 9.55069438e-03  3.81945819e-02  2.30198037e-02 ...  1.56706586e-01
  -2.97064725e-02  2.24678963e-03]
 [ 5.03659248e-05  9.84837636e-02 -7.07086325e-02 ...  2.18545273e-01
  -8.45443308e-02 -1.98764354e-02]]"
1_11885_u_3,"[[-0.03519994  0.20366575 -0.1867437  ...  0.3004427  -0.08506548
  -0.12212087]
 [-0.02333793  0.18534128 -0.1548365  ...  0.28336638 -0.05318122
  -0.12283006]
 [-0.02153056  0.18872592 -0.20606548 ...  0.2850025  -0.08136085
  -0.12163128]
 ...
 [-0.00493722  0.17793362 -0.20519617 ...  0.25899082 -0.04471274
  -0.12379157]
 [ 0.00489541  0.17919736 -0.21934041 ...  0.26064938 -0.05857335
  -0.13445567]
 [-0.00093872  0.18309724 -0.19480771 ...  0.26274076 -0.03271708
  -0.15083608]]"
